claim_id,claim_family_id,claim_level,claim_type,dataset,cohort,feature_space,feature_family,pipeline,atlas,target,covariates,n_samples,n_features,roi,hemisphere,roi_group,anatomical_group,network,network_7_like,lobe,direction,evidence_metric,evidence_value,coefficient,t_value,p_value,q_value,claim_text,short_claim_text,criteria_passed,status
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_AD_f593d32f78_group_summary_yale_insula,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_AD_f593d32f78,group_summary,group_enrichment,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_ad_cn,age; sex; education,1131,150,,,insula,insula,,,insula,higher,mean_abs_t,3.423351583464904,0.2158705193703329,,,,"AD-versus-CN effects are concentrated in Yale code-group insula regions, where 2/10 regions meet support criteria.","AD-versus-CN effects are concentrated in Yale code-group insula regions, where 2/10 regions meet support criteria.",True,supported
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_AD_f593d32f78_ranking_top,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_AD_f593d32f78,ranking,feature_ranking,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_ad_cn,age; sex; education,1131,150,,,,,,,,,abs_t_rank,,,,,,"The top-ranked regions for the AD-versus-CN contrast are rh_rh_R_CC_A, rh_rh_R_CC_B, rh_rh_R_CC_C, lh_lh_L_CC_B, rh_rh_R_O1_A, lh_lh_L_O3_A, rh_rh_R_FO1_A, rh_rh_R_FO2_A, lh_lh_L_CC_C, lh_lh_L_S_A.","The top-ranked regions for the AD-versus-CN contrast are rh_rh_R_CC_A, rh_rh_R_CC_B, rh_rh_R_CC_C, lh_lh_L_CC_B, rh_rh_R_O1_A, lh_lh_L_O3_A, rh_rh_R_FO1_A, rh_rh_R_FO2_A, lh_lh_L_CC_C, lh_lh_L_S_A.",True,supported
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_AD_f593d32f78_direction_summary_support,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_AD_f593d32f78,direction_summary,direction_summary,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_ad_cn,age; sex; education,1131,150,,,,,,,,higher,fraction_same_sign,1.0,,,,,"Across the support set, 100.0% of regions show higher Yale 696 cortical thickness for AD versus CN.","Across the support set, 100.0% of regions show higher Yale 696 cortical thickness for AD versus CN.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_composite_main,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,composite,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,,,,,,,,higher,mean_abs_t,6.888187624301826,,,,,"MCI is associated with higher Schaefer 200 7-network cortical thickness in SomMot, Vis, and Default network parcels compared with CN, after adjustment for age, sex, education.","MCI is associated with higher Schaefer 200 7-network cortical thickness in SomMot, Vis, and Default network parcels compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_RH_Default_PFCdPFCm_3,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,RH_Default_PFCdPFCm_3,RH,Default,prefrontal,Default,,frontal,higher,t,7.169813302523406,0.35575659429064244,7.169813302523406,1.1482931462711808e-12,1.0695719910827902e-10,"MCI is associated with higher RH_Default_PFCdPFCm_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher RH_Default_PFCdPFCm_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_LH_BackgroundFreeSurfer_Defined_Medial_Wall,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,LH_Background+FreeSurfer_Defined_Medial_Wall,LH,,unknown_subregion,,,unknown,higher,t,7.106166590131771,0.3528773980279497,7.106166590131771,1.7980982955110657e-12,1.0695719910827902e-10,"MCI is associated with higher LH_Background+FreeSurfer_Defined_Medial_Wall Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher LH_Background+FreeSurfer_Defined_Medial_Wall Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_RH_BackgroundFreeSurfer_Defined_Medial_Wall,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,RH_Background+FreeSurfer_Defined_Medial_Wall,RH,,unknown_subregion,,,unknown,higher,t,7.032392320515696,0.3491531958651335,7.032392320515696,3.010256833254063e-12,1.0695719910827902e-10,"MCI is associated with higher RH_Background+FreeSurfer_Defined_Medial_Wall Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher RH_Background+FreeSurfer_Defined_Medial_Wall Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_LH_SomMot_6,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,LH_SomMot_6,LH,SomMot,unknown_subregion,SomMot,,unknown,higher,t,6.921434396060699,0.3457579677267794,6.921434396060699,6.474644851540656e-12,1.0695719910827902e-10,"MCI is associated with higher LH_SomMot_6 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher LH_SomMot_6 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_RH_SomMot_19,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,RH_SomMot_19,RH,SomMot,unknown_subregion,SomMot,,unknown,higher,t,6.912817268530622,0.34452556169503396,6.912817268530622,6.868265511085605e-12,1.0695719910827902e-10,"MCI is associated with higher RH_SomMot_19 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher RH_SomMot_19 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_RH_Vis_6,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,RH_Vis_6,RH,Vis,unknown_subregion,Vis,,unknown,higher,t,6.904676135581538,0.343654735854193,6.904676135581538,7.2616595299131484e-12,1.0695719910827902e-10,"MCI is associated with higher RH_Vis_6 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher RH_Vis_6 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_LH_Vis_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,LH_Vis_7,LH,Vis,unknown_subregion,Vis,,unknown,higher,t,6.904467667895596,0.34374716931054344,6.904467667895596,7.272017921777097e-12,1.0695719910827902e-10,"MCI is associated with higher LH_Vis_7 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher LH_Vis_7 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_LH_SomMot_16,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,LH_SomMot_16,LH,SomMot,unknown_subregion,SomMot,,unknown,higher,t,6.879130858048933,0.3427613836726977,6.879130858048933,8.645068045792538e-12,1.0695719910827902e-10,"MCI is associated with higher LH_SomMot_16 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher LH_SomMot_16 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_LH_SomMot_10,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,LH_SomMot_10,LH,SomMot,unknown_subregion,SomMot,,unknown,higher,t,6.8608647934288545,0.3426299121113808,6.8608647934288545,9.789604923695827e-12,1.0695719910827902e-10,"MCI is associated with higher LH_SomMot_10 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher LH_SomMot_10 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_LH_Vis_14,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,LH_Vis_14,LH,Vis,unknown_subregion,Vis,,unknown,higher,t,6.854101583577663,0.34166725730954417,6.854101583577663,1.0250030035807209e-11,1.0695719910827902e-10,"MCI is associated with higher LH_Vis_14 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher LH_Vis_14 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_RH_SomMot_11,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,RH_SomMot_11,RH,SomMot,unknown_subregion,SomMot,,unknown,higher,t,6.850612380210245,0.34209883293821597,6.850612380210245,1.0495804147958157e-11,1.0695719910827902e-10,"MCI is associated with higher RH_SomMot_11 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher RH_SomMot_11 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_LH_Vis_12,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,LH_Vis_12,LH,Vis,unknown_subregion,Vis,,unknown,higher,t,6.840087561125431,0.3410100788082045,6.840087561125431,1.1272688210556176e-11,1.0695719910827902e-10,"MCI is associated with higher LH_Vis_12 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher LH_Vis_12 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_RH_Vis_4,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,RH_Vis_4,RH,Vis,unknown_subregion,Vis,,unknown,higher,t,6.837699340678008,0.3410260099433483,6.837699340678008,1.1456671955751807e-11,1.0695719910827902e-10,"MCI is associated with higher RH_Vis_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher RH_Vis_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_RH_SomMot_12,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,RH_SomMot_12,RH,SomMot,unknown_subregion,SomMot,,unknown,higher,t,6.830252102154201,0.341172308135911,6.830252102154201,1.20495017954323e-11,1.0695719910827902e-10,"MCI is associated with higher RH_SomMot_12 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher RH_SomMot_12 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_LH_SomMot_8,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,LH_SomMot_8,LH,SomMot,unknown_subregion,SomMot,,unknown,higher,t,6.829435733438135,0.3406638130318443,6.829435733438135,1.2116289084738858e-11,1.0695719910827902e-10,"MCI is associated with higher LH_SomMot_8 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher LH_SomMot_8 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_RH_Vis_10,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,RH_Vis_10,RH,Vis,unknown_subregion,Vis,,unknown,higher,t,6.827550541890909,0.3403791089595233,6.827550541890909,1.2271906850894485e-11,1.0695719910827902e-10,"MCI is associated with higher RH_Vis_10 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher RH_Vis_10 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_LH_Vis_10,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,LH_Vis_10,LH,Vis,unknown_subregion,Vis,,unknown,higher,t,6.807102673399504,0.3392956553441696,6.807102673399504,1.409092430986889e-11,1.0695719910827902e-10,"MCI is associated with higher LH_Vis_10 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher LH_Vis_10 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_LH_Vis_5,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,LH_Vis_5,LH,Vis,unknown_subregion,Vis,,unknown,higher,t,6.799091599841395,0.33909900654539354,6.799091599841395,1.4873482758853687e-11,1.0695719910827902e-10,"MCI is associated with higher LH_Vis_5 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher LH_Vis_5 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_LH_SomMot_4,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,LH_SomMot_4,LH,SomMot,unknown_subregion,SomMot,,unknown,higher,t,6.7990162756935755,0.33928135677477067,6.7990162756935755,1.4881039262909176e-11,1.0695719910827902e-10,"MCI is associated with higher LH_SomMot_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher LH_SomMot_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c_atomic_roi_RH_SomMot_13,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI_9e5880787c,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,1587,202,RH_SomMot_13,RH,SomMot,unknown_subregion,SomMot,,unknown,higher,t,6.797039361310322,0.3394137516942296,6.797039361310322,1.5080713998915375e-11,1.0695719910827902e-10,"MCI is associated with higher RH_SomMot_13 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher RH_SomMot_13 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
